vendor_guid,object_type,title,description,display_name,calculation_method,calculation_int,workflow_state,parent_guids,mastery_points,ratings
avc100_c1,group,1 · Operate a computer,"MCCCD Official Course Competency 1. Board approved February 28, 2023.",,,,active,,,
avc100_c2,group,2 · Create digital art and design projects using the computer,"MCCCD Official Course Competency 2. Board approved February 28, 2023.",,,,active,,,
avc100_c3,group,3 · Use tools available in the software package,"MCCCD Official Course Competency 3. Board approved February 28, 2023.",,,,active,,,
avc100_c4,group,4 · Use various input and output devices,"MCCCD Official Course Competency 4. Board approved February 28, 2023.",,,,active,,,
avc100_c5,group,5 · Prepare images for print and presentation,"MCCCD Official Course Competency 5. Board approved February 28, 2023.",,,,active,,,
avc100_o01,outcome,Build and defend a colour palette,"Construct a five-colour palette for each of three fictitious clients, and justify each palette against the client's stated audience and mood. [Bloom: Create, Evaluate] [Also rolls up to Competency 3]",Build and defend a colour palette,highest,,active,avc100_c2,2,3,Exceeds,2,Meets,1,Approaching,0,Not yet
avc100_o02,outcome,Draw with the Pen tool,"Define the core Illustrator terms (artboard, path, anchor point, stroke, fill). Trace a reference shape with the Pen tool, producing closed paths with clean anchor points. Identify contrast, hierarchy, and alignment in a finished design. [Bloom: Remember, Apply, Analyze] [Also rolls up to Competency 2]",Draw with the Pen tool,highest,,active,avc100_c3,2,3,Exceeds,2,Meets,1,Approaching,0,Not yet
avc100_o03,outcome,Sketch and select a poster composition,"Sketch four thumbnail compositions for a vector travel poster. Select one and justify the choice by naming the hierarchy and contrast decisions that drove it. [Bloom: Create, Evaluate] [Also rolls up to Competency 4, capture]",Sketch and select a poster composition,highest,,active,avc100_c2,2,3,Exceeds,2,Meets,1,Approaching,0,Not yet
avc100_o04,outcome,Build a vector travel poster,"Construct an 18x24 vector travel poster in Illustrator, applying a defined palette, limited typography, and a clear focal hierarchy. Simplify source imagery into clean vector shapes using the Pen tool. [Bloom: Create, Apply] [Also rolls up to Competency 3]",Build a vector travel poster,highest,,active,avc100_c2,2,3,Exceeds,2,Meets,1,Approaching,0,Not yet
avc100_o05,outcome,Revise from critique and export for print,"Revise the poster in response to at least two specific peer critiques. Articulate what changed and why, naming the design principle involved. Export a print-ready PDF and a web JPG. [Bloom: Evaluate, Apply] [Also rolls up to Competency 4, output]",Revise from critique and export for print,highest,,active,avc100_c5,2,3,Exceeds,2,Meets,1,Approaching,0,Not yet
avc100_o06,outcome,Isolate a subject in Photoshop,"Isolate three subjects from their backgrounds using Select Subject and the Object Selection tool, and refine the edges. Locate proximity, repetition, and white space in a finished composition. [Bloom: Apply, Analyze] [Also rolls up to Competency 2]",Isolate a subject in Photoshop,highest,,active,avc100_c3,2,3,Exceeds,2,Meets,1,Approaching,0,Not yet
avc100_o07,outcome,Plan a postcard that extends the poster,"Sketch a 1200x1800 travel postcard that extends the poster's typeface and palette to a new format. Explain which selection technique each element will require. [Bloom: Create, Understand] [Also rolls up to Competency 4, capture]",Plan a postcard that extends the poster,highest,,active,avc100_c2,2,3,Exceeds,2,Meets,1,Approaching,0,Not yet
avc100_o08,outcome,Composite a layered postcard,"Composite a destination photograph, an isolated subject, and typography into a layered 1200x1800 PSD, maintaining each element on its own editable layer. [Bloom: Apply, Create] [Also rolls up to Competencies 3 and 5] [LOAD-BEARING: the After Effects project imports this PSD as a Composition. A flattened file breaks the next project.]",Composite a layered postcard,highest,,active,avc100_c2,2,3,Exceeds,2,Meets,1,Approaching,0,Not yet
avc100_o09,outcome,Animate with keyframes,"Animate a single layer into frame using two Position keyframes. Explain in your own words what a keyframe does. Analyze how balance and emphasis change over time in a moving composition. [Bloom: Apply, Understand, Analyze] [Also rolls up to Competency 2]",Animate with keyframes,highest,,active,avc100_c3,2,3,Exceeds,2,Meets,1,Approaching,0,Not yet
avc100_o10,outcome,Storyboard a motion sequence,"Sketch four to six storyboard frames with direction arrows, sequencing the order and timing of each element's entrance. [Bloom: Create] [Also rolls up to Competency 4, capture]",Storyboard a motion sequence,highest,,active,avc100_c2,2,3,Exceeds,2,Meets,1,Approaching,0,Not yet
avc100_o11,outcome,Build and export an animation,"Import a layered PSD into After Effects as a Composition. Animate two layers into frame using paired Position keyframes, matching the storyboard's timing. Export an H.264 MP4. [Bloom: Apply] [Also rolls up to Competencies 3 and 5]",Build and export an animation,highest,,active,avc100_c2,2,3,Exceeds,2,Meets,1,Approaching,0,Not yet
avc100_o12,outcome,Curate and publish a portfolio,"Curate three finished projects into a single published Behance project, sequencing them strongest work first. Compose a project description naming the tools used and one design decision you would defend. [Bloom: Create, Evaluate]",Curate and publish a portfolio,highest,,active,avc100_c5,2,3,Exceeds,2,Meets,1,Approaching,0,Not yet
avc100_o13,outcome,Operate the course toolchain,"Set up and operate the hardware, software, and accounts the course depends on: Adobe Creative Cloud, Canvas, Discord, and Miro. Locate and use campus technical support. [Bloom: Apply]",Operate the course toolchain,highest,,active,avc100_c1,2,3,Exceeds,2,Meets,1,Approaching,0,Not yet
avc100_o14,outcome,Capture physical work for critique,"Photograph or scan physical thumbnail sketches square to the page, evenly lit, in focus, and at a resolution where the linework reads at full size in Miro. If a classmate cannot see it, they cannot critique it. [Bloom: Apply] [Assessed in the critique, across all three projects]",Capture physical work for critique,highest,,active,avc100_c4,2,3,Exceeds,2,Meets,1,Approaching,0,Not yet
